segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0377,1149.5,1152.18,2.68,"Alors que vous, vos parents n'avaient jamais surveillé tes devoirs ?",lorsque vous vos parents navez jamais survélé,"while you, your parents, never survived.","While you, your parents, have never survived your homework? No, me neither.","When you, your parents, never woke up to your debts."
seg_0378,1152.18,1152.94,0.76,"Non, moi non plus.",on moins lon plis,I am not a king procession.,"No, me neither. Do you have any relatives who are busy?",nei neither nor no more.
seg_0379,1153.16,1155.66,2026-05-02 00:00:00,Vous avez des parents privés qui s'en occupaient ?,o dat qu'il son ocupér,,"Do you have any relatives who are busy? Yes, or at home, no, but I do not have any memories of my parents","Yes, there are people who are occupied."
seg_0380,1155.66,1158.68,2026-02-03 00:00:00,"Oui, ou à la maison non, mais je n'ai pas de souvenir de mes parents qui me disent,",i ou à la maison non mais jai pas de souvenir de mes parents,"or at home, no, but I have no memories of my parents who kiss me.","Yes, or at home, no, but I do not have any memories of my parents who tell me, you did your homework, no.","No, no, or no, no No No No, No, Or Or Or No No El No No... No, But I have no memories of my parents parents parents who mi mi mi’ parents parents that they kisd me when they see me as if they call No No or Or Or The No No Well No No Or Or At No No The Or Or Whether Or OrOr Or Or Even No No? No No I don No No That My Parent parents parents’ parents that I’ parents parent parents that mi mi ’ Those parents that look at me and that parents parents parent that they that mine mine Me Me Me If If If They Me Me Are Mali No Do No No Those Parent No Parent No No Parent Or Or When Or Or Which Or Or That Parent Any No No ” No No My Parent Parent Parent parents parent No Those parents parents Parent parents that my parents’ kin kin kin that parents that parents’ Parent Parents that parents Parent Parent that I Me Me That Parent Parent Those Those Those Parent Parentdes Whose Those Parent parents That They Me Mine Me Me Which Me Me Mi Mi Mi Me Me My parents parents That No Parent Parent Dad No NoPar No Parent Nei Or Or My Parent Or Parent Parent parent No No Me Me Parent Parent Or Those parents No No Do Or Or Those Parent Or The Parent Parent My Parent parent Parent Parent That No No Regard My parents parent Parent parents Parent parent parent Parent parent parents parents Those I Parent Parentparent parents parents Which parents parents whose parents parentsthat parents parents which parents parents I Parent parents who parents that parent parents parent parent parent that I parents that Parent parents Those parents Parent that parents who I parents parents Who parents that that I Parent parent Those parents parent That Parent parents Which Parent Parent Which Which Which parents Parent That parents parents Moi Me Me I Parentives Which Which Parent parents Me Me Money Money Money Me Me So No No Are No No parents Parent Those parents That parents That Parent parent That parents Parent Me Me parents parents Me Parent parents I parents Parent Pai Pai Pai Parent Parent moi Parent Parentais Those parents Which parent Parent Those Parent parent Which parents I parent parent parents That parent parent I parent Parent I parent parents Parent I parents parent I parents Those parent parent Those parent parents whom parents parents father parents parentsThat parents parentswhich parents parentsparent Parent Parent Mom Parent Parent who who parents parents Mo Parent ParentParPar parents parents those parents who parent parents who who I I parent that parent Parentparent Parent parents Who Parent Parent I I parents who Parent Parentever Parent Parent Who parents parents My parents"
seg_0381,1159.1,1160.86,1.76,"tu as fait tes devoirs, non.",fétais de voir o non,We had our dreams? No.,"who tell me, you did your homework, no.",Do you want to hear? No.
seg_0382,1164.34,1172.84,2026-05-08 00:00:00,"Et donc cette mixité, vous n'avez pas parlé des langues, est-ce que ça...",donc cete te mixité nondra pas parler langues et ce que ça,"So this mix, you didn't talk about languages, is that...","And so this mix, you did not want to talk about languages, did you keep Italian, maybe?","And so, this “mixed” mixed, this mixed mixed languages, didn’t you speak languages? Is that true?"
seg_0383,1172.84,1176.16,3.32,Vous avez gardé l'italien peut-être ?,vous avez gardé une calière peut-être bégane,"You kept the Italian maybe, but there is no Italian.","did you keep Italian, maybe? No, no, no.","You may have kept the Italian, but you don’t."
seg_0384,1176.16,1177.2,2026-04-01 00:00:00,"Non, non.",non non,No? No?,"No, no, no.","No, no."
seg_0385,1178.74,1184.74,6.0,"Non, mon père l'a perdu parce qu'il est arrivé vers 10 ans, donc c'est vrai qu'il ne l'a pas du tout gardé.",non mon père lai la perdu parce qu'il est arivé verse dix ans dont cest verai quil la pas du tout gardez,"My father lost it because he was about 10 years old, so he didn't keep it at all.","No, my father lost it, because he arrived around 10 years old, so it is true that he did not keep it at all.","No, my father did get it to him because he arrived around ten years ago, so it’s true that he didn’t stay with him at all."
seg_0386,1185.58,1188.08,2026-05-02 00:00:00,Il n'y avait plus de contact avec la famille italienne ?,l ny avait plus de contact avec la famile italiene,there was no more contact with the Italian family.,There was no more contact with the Italian family? No.,There was more contact with an Italian Italian family.
seg_0387,1188.08,1188.3,0.22,Non.,non,No.,No.,no.
seg_0388,1188.3,1189.62,1.32,Il ne retournait pas en vacances ?,retournez pas en vacances,Don't go back on vacation.,No. You did not return on vacation? No.,"Return from the V won back to the V V, return to the v V, back to on the V, going back to V, coming back to v V."
seg_0389,1189.62,1190.06,0.44,Non.,non,No.,You did not return on vacation? No.,no no.
seg_0390,1190.46,1190.92,0.46,D'accord.,an,Thank you.,,You are sick.
seg_0391,1191.62,1194.5,2.88,"Et même maintenant, vous ne savez même à moitié...",made maintenant javais même à moitié,"Even now, I had even half of it.","Even now, you even have half of it?","Males now, even at half time."
seg_0392,1194.5,1199.98,5.48,"J'ai fait deux voyages avec mon père et mes filles et ma mère, voilà, là où est né mon père.",j'ai fait deux voyages avec mon père et mes files et ma mère voilà là où étent mon père,"I made two trips with my father, my daughters and my mother. That's where my father was born.","I made two trips with my father and my daughters and my mother, where my father was born.","I made two trips with my father and my daughters and my mother, and my father... there was where my father was traveling with my dad. That’s where my dad was born."
seg_0393,1200.9,1203.9,3.0,"Voilà, je serais très avouée et anecdotique quand même.",serais-je suis très abré amecdotil comu,"I must admit, it's quite anecdotal.",I remain very proud and anecdotal.,"I would have been very enthusiastic about it, even a little bit."
seg_0394,1205.26,1212.28,2026-02-07 00:00:00,"Et sinon, vous êtes des contacts d'autres langues ?",et sinon vous êtes contact dautres nangues,and otherwise you are in contact with other languages,"And otherwise, you have contacts with other languages? Arabic,","And, if you say so, how do you like other languages?..."
seg_0395,1212.28,1215.9,3.62,"L'arabe, le bambaral américain...",ah ahl neréri-te quà,,"Arabic, Bambara, American?",America.
seg_0396,1217.36,1223.9,6.54,"Non, le père de mes filles est quand même lui de deux parents immigrés, donc le père portugais, la mère espagnole.",le père de mes files et quand même lui de deux parents émigré donc le père portugas la mère espagnole,"My daughter's father is of two immigrant parents, so the Portuguese father, the Spanish mother.","No, the father of my daughters is still, he has two immigrant parents, so the Portuguese father, the Spanish mother.","Even the father of my daughter’s parents, is the father to my children, even he is the one of two parents who immigrated with two immigrant parents, and the father-parent emigrated with two emigrant parents, so the Portugues Spanish father’s Portugues father, the father’ parents’ father, and his parents’ parents emigrated, the paternal father of two immigrant immigrant parents."
seg_0397,1225.06,1231.78,6.72,"Lui parle couramment espagnol, donc le père des filles, mais ne l'a pas du tout, non.",lui parle courament espagnol donc le père des files mais ne l'apa pas du tout non,"He speaks Spanish, the father of the girls, but he doesn't have it at all.","He speaks Spanish fluently, so the father of the daughters, but he did not have it at all, no.","He speaks Spanish fluently, so the father of daughters is not very good at it."
seg_0398,1231.78,1234.06,2.28,Et les filles n'ont pas eu envie ?,les fils n'ont pas eu en vie,No. And the girls didn't want to...,"but he did not have it at all, no. And the daughters did not want to have it? They took Spanish at school,","And the girls don’t want much, they want a lot."
seg_0399,1234.06,1238.52,4.46,"Elles ont peut-être pris espagnol à l'école, mais elles ont une scolarité normale, pas plus.",eles ont pris espagnol à lécole mais eles ont une scolarité normale pas plus,"They took Spanish at school, but they had normal schooling, not more.","They took Spanish at school, but they had normal schooling, no more.","They are taught Spanish at school, but they have a normal schooling, no more."
seg_0400,1239.52,1242.5,2.98,"Lui, c'était sa langue maternelle à la maison, par exemple.",ui c'était sa langue maternele à la maison par exemple,and that was his mother tongue at home.,"He was his mother tongue at school, for example.","Him, for example, was his maternal language at home."
seg_0401,1243.68,1245.96,2.28,"Mais voilà, malheureusement non, à part...",et voilà malheureusement non apar,But unfortunately not.,"But unfortunately, no, no contact with other languages,","Unfortunately, unfortunately... Unfortunately... Unfortunately Unfortunately... unfortuna Unfortunately... sorry... Unfortunately... unfortuna... un luck... Unfortunately. Unfortunately... sad... un Alas... un Unfortunately... Sad... un unfortunate... un fortuna... un... un Sorry... un sorry... un regret... un... Unfortunately... of... un alas... un good... un Fortuna... un thank... unSor... un sad... Unfortunately un un un... Unfortunately to... un Thank... un...” unfortunates... un Luck... unun... un thanks... un surprising... un des... un Reg... un Ble... un unha... un surprise... un congratula... un etc... un god... un omen... un..... un...... un...... un belo... un love... un bless... un beautiful... un happiness... un Unha... unthan... un oop... un appreciate... unluck... un unsur... unUn... un for... un thing... Unfortunately of............... un un luck luck...... Unfortunately, Unfortunately...... by...... it... un bad...... sorry sorry...... Unfortunately......... un of... Unfortunately! un... of... un luck Unfortunately...... of............ luck... undes... un my... un other... un Un...... of luck...... sorry...... sad luck... of course... un...) un... luck luck luck of... luck un... sad Unfortunately... alas...... fortuna...... to...... etc...... regret...... Fortuna...... I......fortuna...... alas un... alas Unfortunately... to......... to...... sad...... Thanks...... Sorry...... for...... Of...... and...... towards...... lamenta...... unexpected...... too...... Thank...... thank...... thankful...... merci...... very...... Amazing...... welcome...... thanks...... not...... Luck...... in...... natural...... tragic...... but un... etc etc... Unfortunately...(...... lamentable...... To...... through...... Hello...... By...... mm...... trou...... amazing......sad...... from...... sham...... Sel...... bet...... Sad Unfortunately... etc...... Unfortunately............ surprising......to...... Too...... It...... Merci...... Ala......Good...... with...... No...... no...... Good...... Ap...... Sur...... Disa...... accident......etc......Un......?...... Not... Unfortunately luck"
